date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(m),GW(feet)
17/4/1983,0,15.75,0.528000116,520.26,1110.53,1.239882063,7.725609756,38.47
18/4/1983,0,16.055,0.531999884,536.9,1088.31,0.990393599,7.93902439,38.58
19/4/1983,3.72,19.285,0.531999884,298.61,1619.05,0.831628213,7.862804878,38.75
20/4/1983,0,16.75,0.531999884,543.17,1120.26,0.710664109,7.725609756,38.735
21/4/1983,0,19.08,0.532100694,511.3,1363.24,0.604820519,7.664634146,38.72
22/4/1983,0,21.84,0.536000116,503.94,1614.69,0.521657697,7.618902439,38.93
23/4/1983,10.13,24.495,0.536000116,229.73,2399.13,0.461175645,7.451219512,38.94
24/4/1983,4.48,21.79,0.536000116,243.13,2059.25,0.423374363,7.192073171,38.98
25/4/1983,0,19.17,0.538458565,405.74,1610.68,0.355332055,7.192073171,38.98
26/4/1983,0,16.87,0.54,566.59,1069.43,0.317530772,7.237804878,38.87
27/4/1983,0,19.245,0.54,548.47,1278.92,0.287289746,6.917682927,38.55
28/4/1983,0,20.58,0.54,519.15,1453,0.264608977,6.902439024,38.32
29/4/1983,0,21.125,0.542458565,499.28,1579.75,0.241928207,6.841463415,38.09
30/4/1983,0,22.25,0.544,487.27,1720,0.219247438,6.841463415,37.87
1/5/1983,0,22.645,0.544,490.35,1743.11,0.196566669,7.009146341,38.04
2/5/1983,0,22.51,0.544,509.97,1643.89,0.173885899,7.49695122,38.13
3/5/1983,0,24.4,0.544911806,438.42,2074.81,0.15120513,7.847560976,38.12
4/5/1983,3.98,24.19,0.548,289.97,2182.27,0.143644873,8.198170732,38.03
5/5/1983,3.1,19.605,0.548,374.92,1429.4,0.136084617,8.533536585,37.86
6/5/1983,0,20.35,0.548,527.17,1415.05,0.113403847,8.274390244,37.82
7/5/1983,0,21.46,0.548,525.68,1494.38,0.105843591,8.137195122,37.59
8/5/1983,0,22.23,0.552,481.48,1713.78,0.098283334,8.152439024,37.32
9/5/1983,0,22.5,0.552,485.44,1720,0.083162821,8.289634146,37.23
10/5/1983,0,23.655,0.552,451.15,1908.22,0.075602565,8.548780488,36.79
11/5/1983,0,23.565,0.552,477.26,1820.09,0.068798334,8.609756098,36.32
12/5/1983,0,23.42,0.554458681,473.33,1821.54,0.062750129,8.960365854,35.94
13/5/1983,0,23.455,0.556000116,470.68,1838.92,0.058213975,9.37195122,35.87
14/5/1983,0,22.39,0.556000116,506.46,1622.28,0.052921795,9.509146341,35.78
15/5/1983,0,23.43,0.556000116,492.26,1760,0.048385641,10.17987805,35.53
16/5/1983,0,24.8,0.556000116,416.92,2119.13,0.046117565,10.89634146,35.17
17/5/1983,0,26.375,0.558458681,362.27,2480,0.045361539,11.47560976,34.79
18/5/1983,0,27.21,0.56,352.67,2640,0.043093462,11.58231707,34.41
19/5/1983,0,26.215,0.56,388.42,2388.07,0.040825385,11.7195122,34.04
20/5/1983,0,25.38,0.56,424.37,2200,0.037045257,12.10060976,33.7
21/5/1983,0,26.13,0.56,410.09,2320,0.033265129,12.64939024,33.34
22/5/1983,0,24.98,0.56,476.93,1994.26,0.029485,13.22865854,33.01
23/5/1983,0,26.22,0.563732523,411.63,2320,0.026460898,13.80792683,32.82
24/5/1983,0,26.09,0.564000116,389.77,2363.87,0.027216923,14.37195122,32.57
25/5/1983,0,24.885,0.564000116,464.06,2005.45,0.025704872,14.8902439,32.29
26/5/1983,0,24.245,0.564000116,464.82,1919.65,0.022680769,15.43902439,31.96
27/5/1983,0,23.5,0.564000116,527.14,1640.63,0.021924744,15.94207317,31.6
28/5/1983,0,26.5,0.564000116,443.45,2280,0.021924744,16.23170732,31.28
29/5/1983,0,26.5,0.56410081,422.31,2320,0.021168718,16.61280488,31
30/5/1983,21.24,26.16,0.568,256.82,2520.26,0.024948846,17.03963415,30.73
31/5/1983,19.86,25.67,0.568,253.72,2466.52,0.090723078,17.54268293,30.41
1/6/1983,4.24,25.54,0.568,335.51,2320,0.075602565,18.09146341,30.11
2/6/1983,0,25.94,0.568,448.15,2217.21,0.045361539,18.57926829,29.87
3/6/1983,0,27.175,0.568,415.96,2459.82,0.033265129,19.00609756,29.51
4/6/1983,0.25,26.155,0.568,456.22,2200,0.083162821,19.41768293,29.1
5/6/1983,0,26.845,0.568,427.18,2382.76,0.143644873,19.9054878,28.77
6/6/1983,0.13,27.21,0.568,415.93,2467.63,0.12852436,20.36280488,28.44
7/6/1983,0,27.725,0.56810081,366.96,2711.31,0.105843591,20.72865854,28.13
8/6/1983,33.99,26.745,0.570458449,258.97,2638.11,0.302410259,21.27743902,27.955
9/6/1983,26.98,26.06,0.572000116,255.1,2556.97,1.171839755,21.90243902,27.78
10/6/1983,0,26.75,0.572000116,406.54,2480,2.562926948,22.4054878,27.47
11/6/1983,0,27.265,0.572000116,406.28,2560,3.107265415,22.90853659,27.17
12/6/1983,0,27.155,0.572000116,386.72,2610.08,2.782174386,23.38109756,26.91
13/6/1983,0.28,27.065,0.572000116,386.02,2605.39,2.086630789,23.38109756,26.55
14/6/1983,2.6,26.29,0.572000116,376.46,2333.23,1.474250014,23.91463415,26.28
15/6/1983,2.26,26,0.572000116,392.4,2320,0.997953856,24.38719512,26.03
16/6/1983,0,24.77,0.572000116,490.58,2007.12,0.672862827,24.8445122,25.74
17/6/1983,0,26.49,0.572000116,449.52,2320,0.483856415,25.24085366,25.35
18/6/1983,0,26,0.572000116,452.25,2280,0.362892311,25.78963415,24.87
19/6/1983,0,26.565,0.572000116,464.89,2292.53,0.27972949,26.20121951,24.49
20/6/1983,0,27.09,0.572000116,374.47,2640,0.234367951,26.58231707,24.18
21/6/1983,15.75,27.25,0.572000116,244.4,2800,0.264608977,27.02439024,24.24
22/6/1983,3.48,28.305,0.572000116,321,2864.33,0.27972949,27.61890244,24.54
23/6/1983,0,28.015,0.572000116,422.48,2644.46,0.378012824,28.35060976,24.76
24/6/1983,11.4,27.545,0.572000116,335.25,2560,0.665302571,28.92987805,25
25/6/1983,6.55,26.205,0.572000116,339.11,2309.54,0.627501288,29.40243902,25.35
26/6/1983,28.01,26.98,0.572000116,317.95,2560,0.53677821,29.31097561,25.6
27/6/1983,1.08,27.25,0.572000116,416.88,2560,0.544338467,28.85365854,25.83
28/6/1983,15.74,27.75,0.572000116,326.82,2640,0.657742314,28.51829268,26.03
29/6/1983,16.19,28,0.572000116,305.38,2720.77,0.793826931,28.15243902,26.36
30/6/1983,13.31,27.925,0.572000116,304.81,2708.51,0.907230778,27.61890244,26.58
1/7/1983,0,27.95,0.572000116,413.13,2690.78,1.595214118,27.23780488,26.8
2/7/1983,21.76,28.155,0.572000116,319.96,2678.88,3.810369268,26.88719512,27.08
3/7/1983,5.15,28.005,0.572000116,383.21,2721.29,4.173261579,26.58231707,27.28
4/7/1983,0,27.985,0.571732523,416.63,2699.8,3.220669262,26.07926829,27.62
5/7/1983,0,28,0.568911574,435.88,2640,2.313438484,26.07926829,27.82
6/7/1983,0,28,0.568,436.43,2640,1.761539761,25.40853659,28.27
7/7/1983,18.54,27.675,0.568,338.87,2535.87,1.413767962,24.98170732,28.66
8/7/1983,35.2,26.745,0.568,339.36,2398.48,1.330605141,24.67682927,28.79
9/7/1983,0.06,27.665,0.568,425.05,2613.97,1.202080781,24.15853659,28.94
10/7/1983,0,27.86,0.568,416.35,2668.85,0.997953856,23.85365854,29.1
11/7/1983,0,27.24,0.568,446.96,2480,0.793826931,23.16768293,29.31
12/7/1983,0,27.465,0.568,433.4,2555.44,0.665302571,22.57317073,29.54
13/7/1983,0,27.095,0.568,439.21,2480,0.574579493,22.375,29.95
14/7/1983,0,27.615,0.566458681,448.95,2516.67,0.468735902,22.14634146,30.3
15/7/1983,0,28.245,0.564000116,438.58,2638.92,0.718224366,21.90243902,30.69
16/7/1983,0,28.435,0.564000116,430.05,2699.84,0.756025648,21.58231707,31.02
17/7/1983,0,29.31,0.564000116,419.94,2856.76,0.68798334,21.23170732,31.29
18/7/1983,0,29.43,0.564000116,446.13,2777.98,0.680423083,20.60670732,31.48
19/7/1983,2.02,28.97,0.564000116,389.39,2868.35,0.597260262,20.07317073,31.77
20/7/1983,4.98,28.21,0.564000116,380.12,2719.48,0.498976928,19.47865854,32.06
21/7/1983,8.34,28.255,0.56091169,389.86,2641.85,0.40825385,18.97560976,32.27
22/7/1983,5.13,28,0.56,336.82,2560,0.332651285,18.56402439,32.5
23/7/1983,0,28.695,0.56,410.5,2790.95,0.287289746,18.27439024,32.76
24/7/1983,0,29,0.56,375.84,2971.6,0.264608977,17.83231707,32.97
25/7/1983,0,29.08,0.56,393.07,2919.46,0.241928207,17.3902439,33.21
26/7/1983,0,28.75,0.56,387.71,2876.86,0.204126925,17.07012195,33.46
27/7/1983,12.2,28.885,0.556000116,291.97,2896.54,0.204126925,16.7195122,33.73
28/7/1983,29.3,27.725,0.556000116,314,2640,0.370452568,16.32317073,33.97
29/7/1983,4.87,27.83,0.556000116,399.22,2662.42,0.393133337,16.00304878,34.16
30/7/1983,30.46,26.52,0.556000116,329.32,2399.65,0.551898723,15.63719512,34.35
31/7/1983,13.66,27.465,0.556000116,306.84,2628.92,0.604820519,15.25609756,34.6
1/8/1983,4.29,28.01,0.552,305.69,2711.1,0.861869239,14.8445122,34.77
2/8/1983,8.53,28.075,0.552,300.04,2742.68,1.678376939,14.47865854,34.91
3/8/1983,13.37,28.49,0.552,318.71,2720,3.954014141,14.18902439,35.04
4/8/1983,28.65,27.92,0.552,318.83,2640,3.97669491,13.89939024,35.18
5/8/1983,18.32,28,0.551732292,303.12,2720,3.213109005,13.51829268,35.35
6/8/1983,7.24,27.755,0.548,303.91,2801.55,2.857776951,13.25914634,35.44
7/8/1983,16.56,27.43,0.548,268.35,2777.04,3.455037213,13.04573171,35.53
8/8/1983,8.74,27.415,0.548,261.77,2800,3.659164138,12.84756098,35.66
9/8/1983,9.41,27.55,0.548,273.77,2784.55,4.248864144,12.63414634,35.81
10/8/1983,0,28.24,0.544,368.71,2882.09,4.861244919,12.375,35.88
11/8/1983,0,28.58,0.544,378.01,2918.42,5.692873132,12.23780488,35.87
12/8/1983,0,28.25,0.544,399.3,2799.48,4.226183374,12.10060976,35.91
13/8/1983,1.76,27.935,0.544,359.35,2779.96,3.470157726,11.90243902,36.07
14/8/1983,5.42,27.745,0.54,296.94,2746.45,2.978741054,11.67378049,36.21
15/8/1983,0,27.445,0.54,440.71,2563.89,2.547806435,11.56707317,36.35
16/8/1983,28,28.2,0.54,320.53,2709.57,2.207594893,11.58231707,36.43
17/8/1983,2.54,27.75,0.54,403.97,2567.28,3.016542337,11.52134146,36.49
18/8/1983,17.05,28.555,0.536000116,379.74,2794.99,4.2564244,11.27743902,36.5
19/8/1983,0,28.965,0.536000116,411.04,2868.84,4.868805175,11.06402439,36.48
20/8/1983,0,28.67,0.536000116,419.35,2800,4.422750043,10.85060976,36.44
21/8/1983,0,29.185,0.536000116,414.56,2891.89,4.498352607,10.72865854,36.47
22/8/1983,0.91,28.63,0.531999884,416.94,2750.69,3.432356443,10.63719512,36.58
23/8/1983,0,28.995,0.531999884,430.53,2800,2.872897464,10.62195122,36.64
24/8/1983,0,28.525,0.531999884,411.79,2795.5,2.381480792,10.65243902,36.7
25/8/1983,13.39,27.655,0.531732407,237.66,2954.09,1.988347455,10.71341463,36.76
26/8/1983,6.7,27.475,0.528000116,311.7,2641.03,1.746419248,10.66768293,36.91
27/8/1983,0,28.63,0.528000116,423.27,2769.77,1.542292323,10.5,36.99
28/8/1983,0,28.605,0.528000116,403.02,2833.16,1.406207706,10.40853659,37.11
29/8/1983,6.82,28.235,0.523999884,294.54,2875.31,1.360846167,10.40853659,37.22
30/8/1983,0,27.58,0.523999884,393.6,2720.25,1.444008988,10.22560976,37.41
31/8/1983,0,27.735,0.523999884,400.87,2720,1.338165398,9.99695122,37.55
1/9/1983,14.82,27.165,0.523999884,279.04,2720,1.156719242,9.875,37.62
2/9/1983,42.89,25.75,0.52,241.44,2640,2.457083357,9.692073171,37.68
3/9/1983,11.96,26.8,0.52,280.33,2671.21,3.817929524,9.524390244,37.79
4/9/1983,5.46,28.475,0.52,361.4,2791.62,3.991815423,9.234756098,37.91
5/9/1983,7.41,28.215,0.516,344.88,2653.62,4.097659014,9.021341463,37.99
6/9/1983,0,28.755,0.516,415.58,2799.49,3.870851319,8.914634146,38.05
7/9/1983,3.98,28.72,0.516,300.65,2836.21,3.273591057,8.823170732,38.11
8/9/1983,4.61,28.315,0.516,308.88,2736.55,2.804855155,8.655487805,38.21
9/9/1983,0,28.42,0.512000116,378.7,2853.87,2.404161562,8.472560976,38.29
10/9/1983,0,28.625,0.512000116,402.91,2797.66,1.988347455,8.350609756,38.35
11/9/1983,4.43,28.565,0.512000116,303.58,2820.49,1.610334631,8.259146341,38.41
12/9/1983,0,28.6,0.507999653,356.87,2956.51,1.300364115,8.167682927,38.49
13/9/1983,15.39,27.155,0.507999653,288.45,2639.72,1.126478216,8.015243902,38.56
14/9/1983,23.82,26.745,0.507999653,274.25,2637.85,1.028194882,7.893292683,38.6
15/9/1983,13.55,26.75,0.507999653,273.96,2640.78,1.466689758,7.801829268,38.61
16/9/1983,4.6,26.36,0.504000116,247.25,2686.2,2.086630789,7.710365854,38.63
17/9/1983,2.4,24.98,0.504000116,228.21,2640,2.895578233,7.588414634,38.7
18/9/1983,31.48,26.25,0.504000116,257.44,2640,3.129946184,7.481707317,38.66
19/9/1983,31.89,26.855,0.500000116,292.19,2593.04,3.56844106,7.420731707,38.71
20/9/1983,6.89,27.51,0.500000116,295.65,2664.18,4.528593633,7.405487805,38.74
21/9/1983,0,27.42,0.500000116,381.29,2694.78,5.413143642,7.375,38.74
22/9/1983,3.88,27.165,0.500000116,284.44,2747.55,5.057811587,7.268292683,38.72
23/9/1983,8.97,25.66,0.496,344.21,2454.49,4.38494876,7.329268293,38.7
24/9/1983,0,25.305,0.496,385.91,2369.58,3.704525677,7.25304878,38.68
25/9/1983,0,24.61,0.496,418.15,2195.96,3.039223106,7.207317073,38.71
26/9/1983,0,23.975,0.492000231,434.25,2076.8,2.464643614,7.207317073,38.63
27/9/1983,0,24.66,0.492000231,407.71,2227.59,2.003467968,7.237804878,38.62
28/9/1983,0,24.24,0.492000231,418.98,2117.64,1.625455144,7.268292683,38.7
29/9/1983,0,23.545,0.492000231,444.51,1934.63,1.315484628,7.298780488,38.78
30/9/1983,0,24.235,0.488,431.65,2074.53,1.058435908,7.25304878,38.84
1/10/1983,0,25.245,0.488,421.81,2200,0.892110265,7.375,38.89
2/10/1983,0,26.01,0.488,404.46,2320,0.83918847,7.390243902,38.88
3/10/1983,0,26.6,0.483999884,389.12,2448.42,0.710664109,7.268292683,38.86
4/10/1983,0,26.515,0.483999884,376.02,2481.21,0.604820519,7.146341463,38.86
5/10/1983,0,25.64,0.483999884,411.72,2245.41,0.529217954,7.054878049,38.86
6/10/1983,0,25.72,0.483999884,406.31,2269.76,0.468735902,6.978658537,38.77
7/10/1983,0,25.845,0.479999884,398.25,2295.14,0.415814107,6.993902439,38.765
8/10/1983,0,25.925,0.479999884,392.56,2308.05,0.370452568,7.024390244,38.76
9/10/1983,0,25.995,0.479999884,386.63,2318.81,0.370452568,7.024390244,38.75
10/10/1983,0,26.38,0.476000116,376.52,2401.56,0.378012824,7.024390244,38.77
11/10/1983,13.26,25.835,0.476000116,263.23,2417.97,0.40825385,7.161585366,38.83
12/10/1983,4.37,26.305,0.476000116,246.66,2550.22,0.370452568,7.161585366,38.92
13/10/1983,5.16,26.095,0.476000116,228.83,2590.69,0.347771798,7.176829268,38.96
14/10/1983,8.72,25.265,0.472000116,204.61,2556.67,0.355332055,7.192073171,39.08
15/10/1983,18.31,26.47,0.472000116,229.89,2635.3,0.574579493,7.161585366,39.19
16/10/1983,29.95,26.65,0.472000116,232.9,2640,1.897624377,7.070121951,39.22
17/10/1983,6.9,25.99,0.468267708,227.3,2557.59,1.413767962,6.932926829,39.24
18/10/1983,0.26,25.785,0.468,272.71,2599.57,1.255002576,6.87195122,39.31
19/10/1983,1.95,25.44,0.468,306.11,2460.36,1.156719242,6.68902439,39.33
20/10/1983,0,26.23,0.468,335.86,2467.23,0.952592317,6.521341463,39.31
21/10/1983,0,26.57,0.464,323.51,2552.92,0.801387187,6.475609756,39.28
22/10/1983,0.53,25.06,0.464,322.58,2330.12,0.680423083,6.445121951,39.2
23/10/1983,0,26.215,0.464,306.04,2548.35,0.597260262,6.338414634,39.03
24/10/1983,0,25.75,0.464,280.46,2560.43,0.551898723,6.307926829,38.82
25/10/1983,0,21.99,0.459999769,355.12,1872.13,0.672862827,6.338414634,38.55
26/10/1983,0,20.25,0.459999769,385.27,1600,0.695543596,6.384146341,38.4
27/10/1983,0,20.26,0.459999769,387.39,1586.52,0.551898723,6.506097561,38.24
28/10/1983,0,19.82,0.459999769,406.78,1450.89,0.423374363,6.765243902,38.22
29/10/1983,0,20.76,0.456,402.37,1560.26,0.362892311,7.085365854,38.11
30/10/1983,0,21.815,0.456,375.94,1742.08,0.309970516,7.49695122,38.005
31/10/1983,0,22.175,0.456,375.85,1759.68,0.27972949,7.725609756,37.9
1/11/1983,0,23,0.456,349.52,1919.92,0.249488464,7.969512195,37.7
2/11/1983,0,23.06,0.452000116,345.06,1939.54,0.226807694,8,37.51
3/11/1983,0,22.75,0.452000116,337.23,1920,0.211687182,8.167682927,37.3
4/11/1983,0,20.58,0.452000116,379.18,1573.17,0.196566669,8.167682927,37.19
5/11/1983,0,20.8,0.452000116,339.08,1728.08,0.181446156,8.487804878,37.2
6/11/1983,5.94,19.35,0.448267708,276.59,1463.59,0.173885899,8.792682927,37.27
7/11/1983,15.63,18.425,0.448,232.5,1563.28,0.189006412,9.082317073,37.3
8/11/1983,23.42,21.065,0.448,211.27,1890.31,0.446055133,9.402439024,37.37
9/11/1983,0,22.26,0.448,290.86,2002.86,0.695543596,9.570121951,37.48
10/11/1983,0,21.345,0.448,316.32,1805.94,0.793826931,9.554878049,37.57
11/11/1983,0,20.675,0.443999884,248.45,1908.27,0.793826931,9.448170732,37.69
12/11/1983,0,16.075,0.443999884,256.81,1424.27,0.710664109,9.402439024,37.85
13/11/1983,0,16.645,0.443999884,327.33,1342.91,0.604820519,9.295731707,37.93
14/11/1983,0,17.225,0.443999884,385.24,1211.01,0.498976928,9.12804878,37.94
15/11/1983,0,19.105,0.443999884,382.55,1332.5,0.415814107,8.990853659,37.89
16/11/1983,2.08,20.08,0.44,295.85,1613,0.355332055,8.807926829,37.77
17/11/1983,0,14.045,0.44,378.1,970.49,0.309970516,8.56402439,37.61
18/11/1983,0,13.54,0.44,403.99,828.94,0.27972949,8.442073171,37.49
19/11/1983,0,17.775,0.44,375.93,1203.72,0.249488464,8.426829268,37.33
20/11/1983,12.77,21.3,0.44,276.96,1720,0.25704872,8.50304878,37.32
21/11/1983,12.87,20.79,0.43908831,221.33,1759.45,0.438494876,8.68597561,37.29
22/11/1983,0,19.97,0.435999653,334.31,1480.8,0.446055133,8.929878049,37.11
23/11/1983,0,20.7,0.435999653,345.4,1477.4,0.423374363,9.112804878,37.04
24/11/1983,0,24.015,0.435999653,266.93,2129.64,0.423374363,9.356707317,36.96
25/11/1983,12.9,20.755,0.435999653,227.97,1640.51,0.468735902,9.37195122,36.82
26/11/1983,0,15.545,0.435999653,354.71,1064.33,0.438494876,9.417682927,36.66
27/11/1983,0,20.9,0.435999653,310.69,1624.13,0.400693594,9.692073171,36.61
28/11/1983,0,23.225,0.433541319,277.13,1992.02,0.362892311,9.798780488,36.56
29/11/1983,0.79,19.915,0.432000231,241.32,1747.82,0.340211542,9.920731707,36.46
30/11/1983,9.84,15.9,0.432000231,102.16,1569.41,0.340211542,10.13414634,36.36
1/12/1983,2.39,17.885,0.432000231,250.11,1469.61,0.461175645,10.37804878,36.26
2/12/1983,0,21.285,0.432000231,303.72,1709.21,0.453615389,10.37804878,36.06
3/12/1983,0,23.025,0.432000231,285.44,1927.45,0.40825385,10.5304878,35.96
4/12/1983,0,24.535,0.432000231,226,2331.75,0.378012824,10.68292683,35.92
5/12/1983,0,25.335,0.432000231,211.07,2507.42,0.347771798,10.83536585,35.985
6/12/1983,0,24.19,0.432000231,222.72,2311.56,0.325091029,10.98780488,36.05
7/12/1983,4.36,18.89,0.431088426,254.47,1340.45,0.355332055,11.29268293,36.16
8/12/1983,0,12.685,0.428267708,332.88,920,0.309970516,11.44512195,36.18
9/12/1983,0,15.915,0.428,342.32,1102.63,0.27972949,11.50609756,36.2
10/12/1983,0,19.34,0.428,309.15,1453.95,0.264608977,11.50609756,36.31
11/12/1983,0,21.27,0.428,274.38,1760,0.249488464,11.30792683,36.31
12/12/1983,34.96,20.06,0.428,194.36,1684.26,0.703103853,11.1402439,36.36
13/12/1983,0,16.52,0.428,269.74,1334.19,1.073556421,11.1097561,36.36
14/12/1983,0,18.765,0.428,293.25,1446.9,0.929911547,11.07926829,36.29
15/12/1983,43.96,18.005,0.428,213.64,1416.09,2.585607717,10.91158537,36.17
16/12/1983,0,15.115,0.428,214.65,1339.45,4.53615389,10.91158537,36.18
17/12/1983,8.63,19.675,0.428,168.9,1754.17,5.042691074,10.83536585,36.19
18/12/1983,10.29,22.23,0.428,181.59,2000,4.626876968,10.83536585,36.1
19/12/1983,2.88,20.38,0.428,157.72,1900.92,4.067417988,10.94207317,36.14
20/12/1983,4,19.495,0.428,161.27,1867.21,3.349193622,11.125,36.35
21/12/1983,0,20,0.428,192.96,1893.93,2.75193336,11.1097561,36.5
22/12/1983,0,21.325,0.428,259.68,1879.87,2.290757714,11.0945122,36.5
23/12/1983,0,22.225,0.428,203.67,2150.34,1.950546173,11.23170732,36.64
24/12/1983,0,17.21,0.428,282.85,1416.81,1.670816683,11.17073171,36.85
25/12/1983,0,5.055,0.428,387.16,465.15,1.391087193,10.85060976,36.98
26/12/1983,0,1.925,0.428,354.89,440,1.149158985,10.62195122,36.99
27/12/1983,0,9.26,0.428,393.31,567.64,0.96771283,10.62195122,37.05
28/12/1983,0,17.21,0.428,358.63,1155.24,0.854308983,10.40853659,37.18
29/12/1983,30.71,22.42,0.428,163.08,2126.29,0.907230778,10.08841463,37.31
30/12/1983,21.83,13.35,0.428,271.21,911.91,1.701057709,9.890243902,37.48
31/12/1983,0,8.225,0.428,279.08,799.91,2.668770539,9.875,37.56
1/1/1984,0,8.375,0.428,359.91,638.15,3.59112183,9.783536585,37.6
2/1/1984,0,12.22,0.428,356.61,835.5,3.303832083,9.585365854,37.7
3/1/1984,0,12.895,0.429541667,340.26,920,2.72925259,9.387195122,37.68
4/1/1984,0,11.04,0.431899421,356.05,793.27,2.222715406,9.12804878,37.68
5/1/1984,0,11.215,0.432000231,371.24,749.68,1.837142325,9.006097561,37.68
6/1/1984,0,12.75,0.432000231,360.05,875.53,1.542292323,8.945121951,37.68
7/1/1984,0,14.355,0.432000231,341.5,1024.57,1.292803859,8.792682927,37.73
8/1/1984,0,12.37,0.432000231,368.93,821.06,1.088676934,8.823170732,37.87
9/1/1984,0,14.885,0.432000231,351.86,1033.89,0.914791034,8.823170732,37.91
10/1/1984,9.96,18.465,0.432000231,170.23,1634.3,0.876989752,8.823170732,37.95
11/1/1984,5.28,16.055,0.432000231,195.51,1368.47,0.937471804,8.823170732,38.08
12/1/1984,0,10.9,0.432000231,239.48,994.48,0.869429496,8.74695122,38.09
13/1/1984,2,12.665,0.435898958,207.3,1181.75,0.831628213,8.533536585,38.01
14/1/1984,0,13.135,0.435999653,245.02,1161.67,0.83918847,8.533536585,38.15
15/1/1984,0,14.42,0.435999653,291.11,1179.61,0.824067957,8.411585366,38.32
16/1/1984,0,16.295,0.435999653,272.8,1359.01,0.786266674,8.213414634,38.44
17/1/1984,0,19.66,0.435999653,298.79,1599.78,0.748465392,8.198170732,38.48
18/1/1984,0,21.89,0.435999653,290.3,1849.9,0.703103853,8.320121951,38.52
19/1/1984,8.08,20.84,0.436267361,194.24,1826.54,0.680423083,8.106707317,38.63
20/1/1984,2.53,13.06,0.44,240.47,1113.67,0.642621801,7.847560976,38.68
21/1/1984,3.53,8.22,0.44,135.9,916.26,0.612380775,7.664634146,38.76
22/1/1984,0,12.45,0.44,337.39,951.94,0.582139749,7.603658537,38.74
23/1/1984,0,17.555,0.44,339.57,1328.71,0.567019236,7.542682927,38.75
24/1/1984,0,21.47,0.44,298.92,1795.37,0.55945898,7.375,38.92
25/1/1984,0,22.17,0.441541088,308.87,1854.46,0.53677821,7.298780488,39.03
26/1/1984,0,22.855,0.443999884,301.63,1953.35,0.498976928,7.176829268,39.02
27/1/1984,0,23.56,0.443999884,225.87,2289.79,0.468735902,7.207317073,38.91
28/1/1984,0,17.175,0.443999884,314.92,1377.29,0.438494876,7.192073171,38.65
29/1/1984,0,14.68,0.443999884,380.72,1024.16,0.393133337,6.932926829,38.6
30/1/1984,0,14.155,0.445541551,423.59,819.64,0.370452568,6.765243902,38.63
31/1/1984,0,14.52,0.448,350.11,1117.96,0.347771798,6.780487805,38.65
1/2/1984,0,10.545,0.448,398.94,775.48,0.332651285,6.948170732,38.7
2/2/1984,0,13.75,0.448,405.87,908.03,0.309970516,7.344512195,38.81
3/2/1984,0,16.95,0.448,381.58,1142.89,0.302410259,7.420731707,38.82
4/2/1984,2.9,18.715,0.452000116,265.16,1515.39,0.332651285,7.375,38.82
5/2/1984,0,15.16,0.452000116,368.61,1114.76,0.325091029,7.344512195,38.77
6/2/1984,0,13.55,0.452000116,313.56,1151.67,0.309970516,7.268292683,38.85
7/2/1984,0,7.925,0.452000116,429.15,595.18,0.287289746,7.100609756,39.05
8/2/1984,0,10.205,0.45508831,441.91,650.08,0.272169233,7.085365854,39.06
9/2/1984,0,14.805,0.456,432.9,879.08,0.264608977,7.085365854,38.96
10/2/1984,0,17.475,0.456,411.52,1102.45,0.264608977,7.161585366,38.98
11/2/1984,0,18.69,0.456,399.11,1231.77,0.25704872,7.039634146,39.04
12/2/1984,0,19.565,0.456267708,316.31,1626.95,0.249488464,6.734756098,39.11
13/2/1984,10.65,20.195,0.459999769,163.38,1913.72,0.25704872,6.719512195,39.29
14/2/1984,0.07,18.97,0.459999769,357.44,1462.11,0.287289746,6.87195122,39.31
15/2/1984,0,17.545,0.459999769,436.56,1046.21,0.27972949,6.841463415,39.35
16/2/1984,0,18.72,0.461541319,416.87,1201.65,0.27972949,6.75,39.34
17/2/1984,0,18.24,0.464,432.31,1111.21,0.272169233,6.643292683,39.34
18/2/1984,0,19.12,0.464,432.47,1160.9,0.264608977,6.368902439,39.34
19/2/1984,0,21.55,0.464,393.98,1497.97,0.264608977,6.338414634,39.32
20/2/1984,0,22.565,0.467899306,339.58,1817.92,0.25704872,6.277439024,39.44
21/2/1984,0,21.665,0.468,272.14,1928.61,0.25704872,6.292682927,39.53
22/2/1984,32.47,21.145,0.468,158.85,2064.46,0.393133337,6.292682927,39.53
23/2/1984,7.57,19.195,0.468,211.33,1701.69,0.612380775,6.292682927,39.49
24/2/1984,0,14.58,0.472000116,450.68,780.49,0.619941032,6.323170732,39.43
25/2/1984,0,17.745,0.472000116,383.27,1167.97,0.574579493,6.140243902,39.36
26/2/1984,0,17.2,0.472000116,475.55,802.68,0.529217954,6.00304878,39.29
27/2/1984,13.34,20.99,0.472000116,258.68,1702.04,0.491416671,6.00304878,39.17
28/2/1984,17.07,18.295,0.476000116,252.02,1493.41,0.756025648,6.06402439,39.11
29/2/1984,6.14,11.215,0.476000116,279.7,958.22,0.748465392,6.155487805,38.91
1/3/1984,0,8.815,0.476000116,447.08,670.42,0.619941032,6.262195122,38.65
2/3/1984,0,10.165,0.479999884,490.42,607.21,0.551898723,6.368902439,38.52
3/3/1984,0,13.595,0.479999884,464.69,819.47,0.521657697,6.551829268,38.52
