# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-02-08 06:40:09 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 271538082002301 AMAX NO 3 WELL NEAR PINE LEVEL FL
# -----------------------------------------------------------------------------------
#
# Data provided for site 271538082002301
#            TS   parameter     statistic     Description
#        251411       62611     00001     Groundwater level above NAVD 1988, feet (Maximum)
#         28739       62610     00001     Groundwater level above NGVD 1929, feet (Maximum)
#            00       72019     00011     Depth to water level, feet below land surface (Instantaneous)
#            00       62610     00011     Groundwater level above NGVD 1929, feet (Instantaneous)
#            00       62611     00011     Groundwater level above NAVD 1988, feet (Instantaneous)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=271538082002301&ts_ids=28739]
# 
# Discrete groundwater status codes included in this output:
#  '00_62610_00011_cd'
#  '00_62611_00011_cd'
#  '00_72019_00011_cd'
#
#     1          Not determined
#
#     A          Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	251411_62611_00001	251411_62611_00001_cd	28739_62610_00001	28739_62610_00001_cd	00_62610_00011	00_62610_00011_cd	00_62611_00011	00_62611_00011_cd	00_72019_00011	00_72019_00011_cd
USGS	271538082002301	1989-12-15		36.53	A	37.58	A:R						
USGS	271538082002301	1989-12-16		36.81	A	37.86	A:R						
USGS	271538082002301	1989-12-17		37.30	A	38.35	A:R						
USGS	271538082002301	1989-12-18		37.73	A	38.78	A:R						
USGS	271538082002301	1989-12-19		38.05	A	39.10	A:R						
USGS	271538082002301	1989-12-19 19:30	UTC									20.13	1:A
USGS	271538082002301	1989-12-20		38.19	A	39.24	A:R						
USGS	271538082002301	1989-12-21		38.21	A	39.26	A:R						
USGS	271538082002301	1989-12-22		38.02	A	39.07	A:R						
USGS	271538082002301	1989-12-23		37.99	A	39.04	A:R						
USGS	271538082002301	1989-12-24		36.65	A	37.70	A:R						
USGS	271538082002301	1989-12-25		33.89	A	34.94	A:R						
USGS	271538082002301	1989-12-26		31.84	A	32.89	A:R						
USGS	271538082002301	1989-12-27		32.14	A	33.19	A:R						
USGS	271538082002301	1989-12-28		33.16	A	34.21	A:R						
USGS	271538082002301	1989-12-29		34.03	A	35.08	A:R						
USGS	271538082002301	1989-12-30		34.80	A	35.85	A:R						
USGS	271538082002301	1989-12-31		35.23	A	36.28	A:R						
USGS	271538082002301	1990-01-01		35.80	A	36.85	A:R						
USGS	271538082002301	1990-01-02		36.16	A	37.21	A:R						
USGS	271538082002301	1990-01-03		36.39	A	37.44	A:R						
USGS	271538082002301	1990-01-04		36.70	A	37.75	A:R						
USGS	271538082002301	1990-01-05		36.85	A	37.90	A:R						
USGS	271538082002301	1990-01-06		36.96	A	38.01	A:R						
USGS	271538082002301	1990-01-07		37.20	A	38.25	A:R						
USGS	271538082002301	1990-01-08		37.52	A	38.57	A:R						
USGS	271538082002301	1990-01-09		37.73	A	38.78	A:R						
USGS	271538082002301	1990-01-10		37.81	A	38.86	A:R						
USGS	271538082002301	1990-01-11		37.98	A	39.03	A:R						
USGS	271538082002301	1990-01-12		38.11	A	39.16	A:R						
USGS	271538082002301	1990-01-13		38.04	A	39.09	A:R						
USGS	271538082002301	1990-01-14		37.96	A	39.01	A:R						
USGS	271538082002301	1990-01-15		37.80	A	38.85	A:R						
USGS	271538082002301	1990-01-16		37.75	A	38.80	A:R						
USGS	271538082002301	1990-01-17		37.70	A	38.75	A:R						
USGS	271538082002301	1990-01-17 19:25	UTC									20.45	1:A
USGS	271538082002301	1990-01-18		37.83	A	38.88	A:R						
USGS	271538082002301	1990-01-19		37.92	A	38.97	A:R						
USGS	271538082002301	1990-01-20		38.00	A	39.05	A:R						
USGS	271538082002301	1990-01-21		38.15	A	39.20	A:R						
USGS	271538082002301	1990-01-22		38.20	A	39.25	A:R						
USGS	271538082002301	1990-01-23		37.89	A	38.94	A:R						
USGS	271538082002301	1990-01-24		37.61	A	38.66	A:R						
USGS	271538082002301	1990-01-25		37.51	A	38.56	A:R						
USGS	271538082002301	1990-01-26		37.28	A	38.33	A:R						
USGS	271538082002301	1990-01-27		36.98	A	38.03	A:R						
USGS	271538082002301	1990-01-28		37.03	A	38.08	A:R						
USGS	271538082002301	1990-01-29		37.32	A	38.37	A:R						
USGS	271538082002301	1990-01-30		37.17	A	38.22	A:R						
USGS	271538082002301	1990-01-31		36.67	A	37.72	A:R						
USGS	271538082002301	1990-02-01		36.80	A	37.85	A:R						
USGS	271538082002301	1990-02-02		36.74	A	37.79	A:R						
USGS	271538082002301	1990-02-03		36.74	A	37.79	A:R						
USGS	271538082002301	1990-02-04		36.90	A	37.95	A:R						
USGS	271538082002301	1990-02-05		36.98	A	38.03	A:R						
USGS	271538082002301	1990-02-06		36.74	A	37.79	A:R						
USGS	271538082002301	1990-02-07		36.56	A	37.61	A:R						
USGS	271538082002301	1990-02-08		36.50	A	37.55	A:R						
USGS	271538082002301	1990-02-09		36.24	A	37.29	A:R						
USGS	271538082002301	1990-02-10		36.19	A	37.24	A:R						
USGS	271538082002301	1990-02-11		36.41	A	37.46	A:R						
USGS	271538082002301	1990-02-12		36.51	A	37.56	A:R						
USGS	271538082002301	1990-02-13		36.66	A	37.71	A:R						
USGS	271538082002301	1990-02-14		36.82	A	37.87	A:R						
USGS	271538082002301	1990-02-15		36.94	A	37.99	A:R						
USGS	271538082002301	1990-02-16		36.85	A	37.90	A:R						
USGS	271538082002301	1990-02-17		36.77	A	37.82	A:R						
USGS	271538082002301	1990-02-18		36.87	A	37.92	A:R						
USGS	271538082002301	1990-02-19		37.05	A	38.10	A:R						
USGS	271538082002301	1990-02-20		36.87	A	37.92	A:R						
USGS	271538082002301	1990-02-21		36.57	A	37.62	A:R						
USGS	271538082002301	1990-02-22		36.46	A	37.51	A:R						
USGS	271538082002301	1990-02-23		36.68	A	37.73	A:R						
USGS	271538082002301	1990-02-24		36.78	A	37.83	A:R						
USGS	271538082002301	1990-02-25		37.05	A	38.10	A:R						
USGS	271538082002301	1990-02-26		37.29	A	38.34	A:R						
USGS	271538082002301	1990-02-27		37.57	A	38.62	A:R						
USGS	271538082002301	1990-02-28		37.76	A	38.81	A:R						
USGS	271538082002301	1990-03-01		37.92	A	38.97	A:R						
USGS	271538082002301	1990-03-02		38.18	A	39.23	A:R						
USGS	271538082002301	1990-03-03		38.26	A	39.31	A:R						
USGS	271538082002301	1990-03-04		38.34	A	39.39	A:R						
USGS	271538082002301	1990-03-05		38.36	A	39.41	A:R						
USGS	271538082002301	1990-03-06		38.13	A	39.18	A:R						
USGS	271538082002301	1990-03-06 14:30	UTC									20.21	1:A
USGS	271538082002301	1990-03-07		37.48	A	38.53	A:R						
USGS	271538082002301	1990-03-08		37.18	A	38.23	A:R						
USGS	271538082002301	1990-03-09		36.88	A	37.93	A:R						
USGS	271538082002301	1990-03-10		36.64	A	37.69	A:R						
USGS	271538082002301	1990-03-11		36.73	A	37.78	A:R						
USGS	271538082002301	1990-03-12		36.93	A	37.98	A:R						
USGS	271538082002301	1990-03-13		36.75	A	37.80	A:R						
USGS	271538082002301	1990-03-14		36.15	A	37.20	A:R						
USGS	271538082002301	1990-03-15		35.57	A	36.62	A:R						
USGS	271538082002301	1990-03-16		35.23	A	36.28	A:R						
USGS	271538082002301	1990-03-17		35.07	A	36.12	A:R						
USGS	271538082002301	1990-03-18		35.27	A	36.32	A:R						
USGS	271538082002301	1990-03-19		35.42	A	36.47	A:R						
USGS	271538082002301	1990-03-20		35.21	A	36.26	A:R						
USGS	271538082002301	1990-03-21		34.57	A	35.62	A:R						
USGS	271538082002301	1990-03-22		34.27	A	35.32	A:R						
USGS	271538082002301	1990-03-23		33.92	A	34.97	A:R						
USGS	271538082002301	1990-03-24		33.16	A	34.21	A:R						
USGS	271538082002301	1990-03-25		33.41	A	34.46	A:R						
USGS	271538082002301	1990-03-26		33.53	A	34.58	A:R						
USGS	271538082002301	1990-03-27		33.24	A	34.29	A:R						
USGS	271538082002301	1990-03-28		32.56	A	33.61	A:R						
USGS	271538082002301	1990-03-29		32.18	A	33.23	A:R						
USGS	271538082002301	1990-03-30		32.58	A	33.63	A:R						
USGS	271538082002301	1990-03-31		33.30	A	34.35	A:R						
USGS	271538082002301	1990-04-01		33.92	A	34.97	A:R						
USGS	271538082002301	1990-04-02		34.46	A	35.51	A:R						
USGS	271538082002301	1990-04-03		34.90	A	35.95	A:R						
USGS	271538082002301	1990-04-04		35.17	A	36.22	A:R						
USGS	271538082002301	1990-04-05		35.39	A	36.44	A:R						
USGS	271538082002301	1990-04-06		35.59	A	36.64	A:R						
USGS	271538082002301	1990-04-07		35.69	A	36.74	A:R						
USGS	271538082002301	1990-04-08		35.80	A	36.85	A:R						
USGS	271538082002301	1990-04-09		35.72	A	36.77	A:R						
USGS	271538082002301	1990-04-10		35.28	A	36.33	A:R						
USGS	271538082002301	1990-04-11		35.10	A	36.15	A:R						
USGS	271538082002301	1990-04-12		35.28	A	36.33	A:R						
USGS	271538082002301	1990-04-13		35.35	A	36.40	A:R						
USGS	271538082002301	1990-04-14		35.51	A	36.56	A:R						
USGS	271538082002301	1990-04-15		35.74	A	36.79	A:R						
USGS	271538082002301	1990-04-16		35.81	A	36.86	A:R						
USGS	271538082002301	1990-04-17		35.61	A	36.66	A:R						
USGS	271538082002301	1990-04-18		35.16	A	36.21	A:R						
USGS	271538082002301	1990-04-19		34.59	A	35.64	A:R						
USGS	271538082002301	1990-04-20		34.42	A	35.47	A:R						
USGS	271538082002301	1990-04-21		34.10	A	35.15	A:R						
USGS	271538082002301	1990-04-22		33.82	A	34.87	A:R						
USGS	271538082002301	1990-04-23		33.86	A	34.91	A:R						
USGS	271538082002301	1990-04-24		33.66	A	34.71	A:R						
USGS	271538082002301	1990-04-25		33.16	A	34.21	A:R						
USGS	271538082002301	1990-04-26		32.79	A	33.84	A:R						
USGS	271538082002301	1990-04-27		32.68	A	33.73	A:R						
USGS	271538082002301	1990-04-28		32.83	A	33.88	A:R						
USGS	271538082002301	1990-04-29		33.04	A	34.09	A:R						
USGS	271538082002301	1990-04-30		32.97	A	34.02	A:R						
USGS	271538082002301	1990-05-01		32.52	A	33.57	A:R						
USGS	271538082002301	1990-05-02		32.10	A	33.15	A:R						
USGS	271538082002301	1990-05-03		31.82	A	32.87	A:R						
USGS	271538082002301	1990-05-04		31.26	A	32.31	A:R						
USGS	271538082002301	1990-05-05		31.14	A	32.19	A:R						
USGS	271538082002301	1990-05-06		31.48	A	32.53	A:R						
USGS	271538082002301	1990-05-07		31.48	A	32.53	A:R						
USGS	271538082002301	1990-05-07 17:30	UTC									26.77	1:A
USGS	271538082002301	1990-05-08		30.80	A	31.85	A:R						
USGS	271538082002301	1990-05-09		30.63	A	31.68	A:R						
USGS	271538082002301	1990-05-10		30.86	A	31.91	A:R						
USGS	271538082002301	1990-05-11		31.43	A	32.48	A:R						
USGS	271538082002301	1990-05-12		32.05	A	33.10	A:R						
USGS	271538082002301	1990-05-13		32.55	A	33.60	A:R						
USGS	271538082002301	1990-05-14		32.84	A	33.89	A:R						
USGS	271538082002301	1990-05-15		33.01	A	34.06	A:R						
USGS	271538082002301	1990-05-16		33.16	A	34.21	A:R						
USGS	271538082002301	1990-05-17		33.19	A	34.24	A:R						
USGS	271538082002301	1990-05-18		32.97	A	34.02	A:R						
USGS	271538082002301	1990-05-19		32.98	A	34.03	A:R						
USGS	271538082002301	1990-05-20		33.09	A	34.14	A:R						
USGS	271538082002301	1990-05-21		32.89	A	33.94	A:R						
USGS	271538082002301	1990-05-22		33.01	A	34.06	A:R						
USGS	271538082002301	1990-05-23		33.05	A	34.10	A:R						
USGS	271538082002301	1990-05-24		32.81	A	33.86	A:R						
USGS	271538082002301	1990-05-25		32.34	A	33.39	A:R						
USGS	271538082002301	1990-05-26		32.89	A	33.94	A:R						
USGS	271538082002301	1990-05-27		33.48	A	34.53	A:R						
USGS	271538082002301	1990-05-28		33.85	A	34.90	A:R						
USGS	271538082002301	1990-05-29		34.14	A	35.19	A:R						
USGS	271538082002301	1990-05-30		34.39	A	35.44	A:R						
USGS	271538082002301	1990-05-31		34.55	A	35.60	A:R						
USGS	271538082002301	1990-06-01		34.78	A	35.83	A:R						
USGS	271538082002301	1990-06-02		35.07	A	36.12	A:R						
USGS	271538082002301	1990-06-03		35.38	A	36.43	A:R						
USGS	271538082002301	1990-06-04		35.64	A	36.69	A:R						
USGS	271538082002301	1990-06-05		35.85	A	36.90	A:R						
USGS	271538082002301	1990-06-06		35.62	A	36.67	A:R						
USGS	271538082002301	1990-06-07		35.78	A	36.83	A:R						
USGS	271538082002301	1990-06-08		36.24	A	37.29	A:R						
USGS	271538082002301	1990-06-09		36.62	A	37.67	A:R						
USGS	271538082002301	1990-06-10		36.93	A	37.98	A:R						
USGS	271538082002301	1990-06-11		37.19	A	38.24	A:R						
USGS	271538082002301	1990-06-12		37.35	A	38.40	A:R						
USGS	271538082002301	1990-06-13		37.38	A	38.43	A:R						
USGS	271538082002301	1990-06-14		37.57	A	38.62	A:R						
USGS	271538082002301	1990-06-15		37.60	A	38.65	A:R						
USGS	271538082002301	1990-06-16		37.57	A	38.62	A:R						
USGS	271538082002301	1990-06-17		37.64	A	38.69	A:R						
USGS	271538082002301	1990-06-18		37.88	A	38.93	A:R						
USGS	271538082002301	1990-06-19		37.65	A	38.70	A:R						
USGS	271538082002301	1990-06-20		37.54	A	38.59	A:R						
USGS	271538082002301	1990-06-21		37.36	A	38.41	A:R						
USGS	271538082002301	1990-06-22		37.34	A	38.39	A:R						
USGS	271538082002301	1990-06-23		37.67	A	38.72	A:R						
USGS	271538082002301	1990-06-24		37.92	A	38.97	A:R						
USGS	271538082002301	1990-06-25		38.12	A	39.17	A:R						
USGS	271538082002301	1990-06-26		38.30	A	39.35	A:R						
USGS	271538082002301	1990-06-27		38.45	A	39.50	A:R						
USGS	271538082002301	1990-06-28		38.55	A	39.60	A:R						
USGS	271538082002301	1990-06-29		38.64	A	39.69	A:R						
USGS	271538082002301	1990-06-30		38.83	A	39.88	A:R						
USGS	271538082002301	1990-07-01		39.07	A	40.12	A:R						
USGS	271538082002301	1990-07-02		39.28	A	40.33	A:R						
USGS	271538082002301	1990-07-03		39.36	A	40.41	A:R						
USGS	271538082002301	1990-07-04		39.35	A	40.40	A:R						
USGS	271538082002301	1990-07-05		39.41	A	40.46	A:R						
USGS	271538082002301	1990-07-06		39.38	A	40.43	A:R						
USGS	271538082002301	1990-07-07		39.29	A	40.34	A:R						
USGS	271538082002301	1990-07-08		39.45	A	40.50	A:R						
USGS	271538082002301	1990-07-09		39.60	A	40.65	A:R						
USGS	271538082002301	1990-07-09 15:40	UTC									18.69	1:A
USGS	271538082002301	1990-07-10		39.57	A	40.62	A:R						
USGS	271538082002301	1990-07-11		39.58	A	40.63	A:R						
USGS	271538082002301	1990-07-12		39.69	A	40.74	A:R						
USGS	271538082002301	1990-07-13		39.96	A	41.01	A:R						
USGS	271538082002301	1990-07-14		40.11	A	41.16	A:R						
USGS	271538082002301	1990-07-15		40.26	A	41.31	A:R						
USGS	271538082002301	1990-07-16		40.42	A	41.47	A:R						
USGS	271538082002301	1990-07-17		40.62	A	41.67	A:R						
USGS	271538082002301	1990-07-18		40.77	A	41.82	A:R						
USGS	271538082002301	1990-07-19		40.94	A	41.99	A:R						
USGS	271538082002301	1990-07-20		41.04	A	42.09	A:R						
USGS	271538082002301	1990-07-21		41.13	A	42.18	A:R						
USGS	271538082002301	1990-07-22		41.19	A	42.24	A:R						
USGS	271538082002301	1990-07-23		41.38	A	42.43	A:R						
USGS	271538082002301	1990-07-24		41.49	A	42.54	A:R						
USGS	271538082002301	1990-07-25		41.55	A	42.60	A:R						
USGS	271538082002301	1990-07-26		41.60	A	42.65	A:R						
USGS	271538082002301	1990-07-27		41.70	A	42.75	A:R						
USGS	271538082002301	1990-07-28		41.81	A	42.86	A:R						
USGS	271538082002301	1990-07-29		41.92	A	42.97	A:R						
USGS	271538082002301	1990-07-30		42.01	A	43.06	A:R						
USGS	271538082002301	1990-07-31		42.05	A	43.10	A:R						
USGS	271538082002301	1990-08-01		42.06	A	43.11	A:R						
USGS	271538082002301	1990-08-02		42.10	A	43.15	A:R						
USGS	271538082002301	1990-08-03		42.10	A	43.15	A:R						
USGS	271538082002301	1990-08-04		42.11	A	43.16	A:R						
USGS	271538082002301	1990-08-05		42.17	A	43.22	A:R						
USGS	271538082002301	1990-08-06		42.28	A	43.33	A:R						
USGS	271538082002301	1990-08-07		42.35	A	43.40	A:R						
USGS	271538082002301	1990-08-08		42.32	A	43.37	A:R						
USGS	271538082002301	1990-08-09		42.30	A	43.35	A:R						
USGS	271538082002301	1990-08-10											
USGS	271538082002301	1990-08-11											
USGS	271538082002301	1990-08-12											
USGS	271538082002301	1990-08-13											
USGS	271538082002301	1990-08-14											
USGS	271538082002301	1990-08-15 18:00	UTC									15.64	1:A
USGS	271538082002301	1990-08-16		42.65	A	43.70	A:R						
USGS	271538082002301	1990-08-17		42.71	A	43.76	A:R						
USGS	271538082002301	1990-08-18		42.81	A	43.86	A:R						
USGS	271538082002301	1990-08-19		42.94	A	43.99	A:R						
USGS	271538082002301	1990-08-20		42.94	A	43.99	A:R						
USGS	271538082002301	1990-08-21		42.97	A	44.02	A:R						
USGS	271538082002301	1990-08-22		43.00	A	44.05	A:R						
USGS	271538082002301	1990-08-23		43.01	A	44.06	A:R						
USGS	271538082002301	1990-08-24		42.92	A	43.97	A:R						
USGS	271538082002301	1990-08-25		42.87	A	43.92	A:R						
USGS	271538082002301	1990-08-26		42.94	A	43.99	A:R						
USGS	271538082002301	1990-08-27		43.00	A	44.05	A:R						
USGS	271538082002301	1990-08-28		43.07	A	44.12	A:R						
USGS	271538082002301	1990-08-29		43.12	A	44.17	A:R						
USGS	271538082002301	1990-08-30		43.10	A	44.15	A:R						
USGS	271538082002301	1990-08-31		43.09	A	44.14	A:R						
USGS	271538082002301	1990-09-01		43.02	A	44.07	A:R						
USGS	271538082002301	1990-09-02		43.12	A	44.17	A:R						
USGS	271538082002301	1990-09-03		43.23	A	44.28	A:R						
USGS	271538082002301	1990-09-04		43.26	A	44.31	A:R						
USGS	271538082002301	1990-09-05		43.26	A	44.31	A:R						
USGS	271538082002301	1990-09-06		43.12	A	44.17	A:R						
USGS	271538082002301	1990-09-07		42.86	A	43.91	A:R						
USGS	271538082002301	1990-09-08		42.69	A	43.74	A:R						
USGS	271538082002301	1990-09-09		42.58	A	43.63	A:R						
USGS	271538082002301	1990-09-10		42.55	A	43.60	A:R						
USGS	271538082002301	1990-09-11		42.18	A	43.23	A:R						
USGS	271538082002301	1990-09-12		42.10	A	43.15	A:R						
USGS	271538082002301	1990-09-13		42.03	A	43.08	A:R						
USGS	271538082002301	1990-09-14		41.72	A	42.77	A:R						
USGS	271538082002301	1990-09-15		41.64	A	42.69	A:R						
USGS	271538082002301	1990-09-16		41.07	A	42.12	A:R						
USGS	271538082002301	1990-09-17		41.43	A	42.48	A:R						
USGS	271538082002301	1990-09-18		41.72	A	42.77	A:R						
USGS	271538082002301	1990-09-19		41.94	A	42.99	A:R						
USGS	271538082002301	1990-09-20		41.97	A	43.02	A:R						
USGS	271538082002301	1990-09-21		42.03	A	43.08	A:R						
USGS	271538082002301	1990-09-22		42.05	A	43.10	A:R						
USGS	271538082002301	1990-09-23		42.18	A	43.23	A:R						
USGS	271538082002301	1990-09-24		42.12	A	43.17	A:R						
USGS	271538082002301	1990-09-25		42.06	A	43.11	A:R						
USGS	271538082002301	1990-09-26		42.00	A	43.05	A:R						
USGS	271538082002301	1990-09-27		41.72	A	42.77	A:R						
USGS	271538082002301	1990-09-28		41.27	A	42.32	A:R						
USGS	271538082002301	1990-09-29		41.14	A	42.19	A:R						
USGS	271538082002301	1990-09-30		41.19	A	42.24	A:R						
USGS	271538082002301	1990-10-01		41.36	A	42.41	A:R						
USGS	271538082002301	1990-10-02		41.49	A	42.54	A:R						
USGS	271538082002301	1990-10-03		41.59	A	42.64	A:R						
USGS	271538082002301	1990-10-04		41.60	A	42.65	A:R						
USGS	271538082002301	1990-10-05		41.57	A	42.62	A:R						
USGS	271538082002301	1990-10-06		41.49	A	42.54	A:R						
USGS	271538082002301	1990-10-07		41.48	A	42.53	A:R						
USGS	271538082002301	1990-10-08		41.51	A	42.56	A:R						
USGS	271538082002301	1990-10-09		41.16	A	42.21	A:R						
USGS	271538082002301	1990-10-10		41.36	A	42.41	A:R						
USGS	271538082002301	1990-10-11		41.47	A	42.52	A:R						
USGS	271538082002301	1990-10-12		41.61	A	42.66	A:R						
USGS	271538082002301	1990-10-13		41.67	A	42.72	A:R						
USGS	271538082002301	1990-10-14		41.84	A	42.89	A:R						
USGS	271538082002301	1990-10-15		41.90	A	42.95	A:R						
USGS	271538082002301	1990-10-16		41.84	A	42.89	A:R						
USGS	271538082002301	1990-10-16 16:55	UTC									16.56	1:A
USGS	271538082002301	1990-10-17		41.41	A	42.46	A:R						
USGS	271538082002301	1990-10-18		41.53	A	42.58	A:R						
USGS	271538082002301	1990-10-19		41.37	A	42.42	A:R						
USGS	271538082002301	1990-10-20		41.15	A	42.20	A:R						
USGS	271538082002301	1990-10-21		41.26	A	42.31	A:R						
USGS	271538082002301	1990-10-22		41.33	A	42.38	A:R						
USGS	271538082002301	1990-10-23		41.32	A	42.37	A:R						
USGS	271538082002301	1990-10-24		41.19	A	42.24	A:R						
USGS	271538082002301	1990-10-25		40.99	A	42.04	A:R						
USGS	271538082002301	1990-10-26		40.83	A	41.88	A:R						
USGS	271538082002301	1990-10-27		40.51	A	41.56	A:R						
USGS	271538082002301	1990-10-28		40.30	A	41.35	A:R						
USGS	271538082002301	1990-10-29		40.04	A	41.09	A:R						
USGS	271538082002301	1990-10-30		39.73	A	40.78	A:R						
USGS	271538082002301	1990-10-31		39.72	A	40.77	A:R						
USGS	271538082002301	1990-11-01		39.59	A	40.64	A:R						
USGS	271538082002301	1990-11-02		39.51	A	40.56	A:R						
USGS	271538082002301	1990-11-03		39.33	A	40.38	A:R						
USGS	271538082002301	1990-11-04		39.25	A	40.30	A:R						
USGS	271538082002301	1990-11-05		39.51	A	40.56	A:R						
USGS	271538082002301	1990-11-06		38.99	A	40.04	A:R						
USGS	271538082002301	1990-11-07		38.55	A	39.60	A:R						
USGS	271538082002301	1990-11-08		38.31	A	39.36	A:R						
USGS	271538082002301	1990-11-08 18:00	UTC									19.82	1:A
USGS	271538082002301	1990-11-09		38.23	A	39.28	A:R						
USGS	271538082002301	1990-11-10		38.19	A	39.24	A:R						
USGS	271538082002301	1990-11-11		38.39	A	39.44	A:R						
USGS	271538082002301	1990-11-12		38.46	A	39.51	A:R						
USGS	271538082002301	1990-11-13		38.09	A	39.14	A:R						
USGS	271538082002301	1990-11-14		37.67	A	38.72	A:R						
USGS	271538082002301	1990-11-15		37.64	A	38.69	A:R						
USGS	271538082002301	1990-11-16		37.38	A	38.43	A:R						
USGS	271538082002301	1990-11-17		37.08	A	38.13	A:R						
USGS	271538082002301	1990-11-18		37.34	A	38.39	A:R						
USGS	271538082002301	1990-11-19		37.43	A	38.48	A:R						
USGS	271538082002301	1990-11-20		37.01	A	38.06	A:R						
USGS	271538082002301	1990-11-21		36.64	A	37.69	A:R						
USGS	271538082002301	1990-11-22		36.98	A	38.03	A:R						
USGS	271538082002301	1990-11-23		37.07	A	38.12	A:R						
USGS	271538082002301	1990-11-24		36.93	A	37.98	A:R						
USGS	271538082002301	1990-11-25		36.57	A	37.62	A:R						
USGS	271538082002301	1990-11-26		36.72	A	37.77	A:R						
USGS	271538082002301	1990-11-27		36.61	A	37.66	A:R						
USGS	271538082002301	1990-11-28		36.55	A	37.60	A:R						
USGS	271538082002301	1990-11-29		36.06	A	37.11	A:R						
USGS	271538082002301	1990-11-30		35.78	A	36.83	A:R						
USGS	271538082002301	1990-12-01		35.74	A	36.79	A:R						
USGS	271538082002301	1990-12-02		35.96	A	37.01	A:R						
USGS	271538082002301	1990-12-03		36.19	A	37.24	A:R						
USGS	271538082002301	1990-12-04		36.02	A	37.07	A:R						
USGS	271538082002301	1990-12-05		35.85	A	36.90	A:R						
USGS	271538082002301	1990-12-06		35.54	A	36.59	A:R						
USGS	271538082002301	1990-12-07		35.72	A	36.77	A:R						
USGS	271538082002301	1990-12-08		35.89	A	36.94	A:R						
USGS	271538082002301	1990-12-09		36.22	A	37.27	A:R						
USGS	271538082002301	1990-12-10		36.43	A	37.48	A:R						
USGS	271538082002301	1990-12-11		36.59	A	37.64	A:R						
USGS	271538082002301	1990-12-12		36.66	A	37.71	A:R						
USGS	271538082002301	1990-12-13		36.75	A	37.80	A:R						
USGS	271538082002301	1990-12-13 15:15	UTC									21.47	1:A
USGS	271538082002301	1990-12-14		36.40	A	37.45	A:R						
USGS	271538082002301	1990-12-15		36.15	A	37.20	A:R						
USGS	271538082002301	1990-12-16		36.25	A	37.30	A:R						
USGS	271538082002301	1990-12-17		36.55	A	37.60	A:R						
USGS	271538082002301	1990-12-18		36.65	A	37.70	A:R						
USGS	271538082002301	1990-12-19		36.21	A	37.26	A:R						
USGS	271538082002301	1990-12-20		36.23	A	37.28	A:R						
USGS	271538082002301	1990-12-21		36.01	A	37.06	A:R						
USGS	271538082002301	1990-12-22		35.80	A	36.85	A:R						
USGS	271538082002301	1990-12-23		35.87	A	36.92	A:R						
USGS	271538082002301	1990-12-24		35.90	A	36.95	A:R						
USGS	271538082002301	1990-12-25		36.11	A	37.16	A:R						
USGS	271538082002301	1990-12-26		36.17	A	37.22	A:R						
USGS	271538082002301	1990-12-27		36.10	A	37.15	A:R						
USGS	271538082002301	1990-12-28		36.04	A	37.09	A:R						
USGS	271538082002301	1990-12-29		35.68	A	36.73	A:R						
USGS	271538082002301	1990-12-30		36.12	A	37.17	A:R						
USGS	271538082002301	1990-12-31		36.18	A	37.23	A:R						
USGS	271538082002301	1991-01-01		36.04	A	37.09	A:R						
USGS	271538082002301	1991-01-02		36.26	A	37.31	A:R						
USGS	271538082002301	1991-01-03		36.30	A	37.35	A:R						
USGS	271538082002301	1991-01-04		35.92	A	36.97	A:R						
USGS	271538082002301	1991-01-05		35.81	A	36.86	A:R						
USGS	271538082002301	1991-01-06		36.13	A	37.18	A:R						
USGS	271538082002301	1991-01-07		36.24	A	37.29	A:R						
USGS	271538082002301	1991-01-08		36.15	A	37.20	A:R						
USGS	271538082002301	1991-01-09		35.50	A	36.55	A:R						
USGS	271538082002301	1991-01-10		35.64	A	36.69	A:R						
USGS	271538082002301	1991-01-11		35.94	A	36.99	A:R						
USGS	271538082002301	1991-01-12		36.39	A	37.44	A:R						
USGS	271538082002301	1991-01-13		36.76	A	37.81	A:R						
USGS	271538082002301	1991-01-14		37.10	A	38.15	A:R						
USGS	271538082002301	1991-01-15		37.42	A	38.47	A:R						
USGS	271538082002301	1991-01-16		37.76	A	38.81	A:R						
USGS	271538082002301	1991-01-17		37.93	A	38.98	A:R						
USGS	271538082002301	1991-01-18		38.22	A	39.27	A:R						
USGS	271538082002301	1991-01-19		38.63	A	39.68	A:R						
USGS	271538082002301	1991-01-20		38.82	A	39.87	A:R						
USGS	271538082002301	1991-01-21		38.95	A	40.00	A:R						
